cvr,company_name,company_form,industry_nace,region,founded_year,employee_band,vat_frequency,has_subsidiaries,uses_target_software
DK34097927,HavLabs IVS,ApS,63110,Midtjylland,1994,10-19,Quarterly,False,1
DK55732125,SoeHuset ApS,A_S,47990,Hovedstaden,2023,0,Half-yearly,False,0
DK85978184,StjerneRaad IVS,ApS,96020,Sjaelland,2017,1-4,Quarterly,False,1
DK37871436,SkovLogistik ApS,ApS,62010,Midtjylland,1994,1-4,Quarterly,False,1
DK79062500,OestData IVS,A_S,10710,Syddanmark,2013,1-4,Quarterly,False,1
DK27381244,LynTal ApS,ApS,86220,Hovedstaden,1999,5-9,Half-yearly,False,0
DK10908363,KlintSystem A/S,ApS,01130,Hovedstaden,2014,5-9,Quarterly,False,1
DK15837432,AaaKonsulent ApS,ENK,56100,Syddanmark,1993,10-19,Monthly,False,1
DK72162931,SolHandel A/S,A_S,41200,Nordjylland,2019,1-4,Monthly,False,1
DK84491400,SolKontor IVS,A_S,46900,Midtjylland,1992,0,Quarterly,False,0
DK34336819,MarkService Holding ApS,ApS,41200,Hovedstaden,2006,50+,Monthly,False,0
DK56798078,HavTal Holding ApS,A_S,49410,Nordjylland,2018,5-9,Quarterly,False,1
DK76055381,MarkKonsult A/S,ApS,62010,Hovedstaden,1990,50+,Quarterly,False,0
DK20987850,KlippeLabs ApS,ENK,69200,Nordjylland,2021,5-9,Quarterly,False,1
DK43350454,AaaRaad ApS,Holding,62010,Midtjylland,2019,1-4,Half-yearly,True,1
DK90791550,MaaneLabs A/S,ApS,68203,Syddanmark,2013,10-19,Monthly,False,0
DK51133472,StjerneStudio ApS,A_S,70220,Midtjylland,2023,5-9,Monthly,False,0
DK49974233,BjergData Holding ApS,ENK,41200,Hovedstaden,2004,1-4,Monthly,False,0
DK72135425,NordRaad A/S,ENK,96020,Hovedstaden,2002,10-19,Quarterly,False,0
DK98696295,MaaneDesign IVS,A_S,90030,Hovedstaden,2014,1-4,Quarterly,False,1
DK87196080,SydKontor ApS,ENK,62020,Midtjylland,2007,1-4,Half-yearly,False,1
DK92586832,SoeByg Holding ApS,ApS,86220,Syddanmark,2000,1-4,Monthly,False,1
DK69117403,KlippeVaerk Holding ApS,ApS,10710,Syddanmark,2002,1-4,Quarterly,False,0
DK94659535,MarkLogistik IVS,ENK,62010,Syddanmark,2014,1-4,Half-yearly,False,1
DK47980396,SolKontor ApS,ApS,47990,Hovedstaden,1997,10-19,Quarterly,False,0
DK28626135,NordMarked Holding ApS,ENK,69200,Midtjylland,2024,1-4,Quarterly,False,0
DK83850806,MaaneMarked ApS,ApS,41200,Nordjylland,1995,0,Quarterly,False,0
DK75079719,AaaKonsulent ApS,Holding,47410,Syddanmark,2000,1-4,Quarterly,True,0
DK50998639,SolAdvice Holding ApS,ENK,63110,Hovedstaden,2014,1-4,Monthly,False,0
DK48337350,FjordRaad A/S,ENK,62020,Hovedstaden,1994,1-4,Monthly,False,1
DK31244773,OestAdvice Holding ApS,ApS,62010,Midtjylland,2024,10-19,Half-yearly,False,0
DK89743139,OestTek ApS,ApS,62010,Midtjylland,2004,5-9,Monthly,False,1
DK92234286,OestKontor A/S,ApS,41200,Midtjylland,2020,1-4,Quarterly,False,1
DK54422577,SkyService ApS,A_S,69200,Midtjylland,2004,1-4,Quarterly,False,1
DK31734846,LynTal A/S,IVS,62020,Midtjylland,1992,0,Quarterly,False,1
DK63374454,FjordByg ApS,Holding,56100,Hovedstaden,2020,5-9,Quarterly,True,1
DK74277708,AaaLogistik ApS,ENK,56100,Syddanmark,1995,0,Quarterly,False,1
DK58596828,LynKontor A/S,ApS,46900,Hovedstaden,2020,1-4,Quarterly,False,0
DK91513309,AaaRen IVS,ApS,68203,Midtjylland,2011,20-49,Quarterly,False,1
DK64837901,AaaKontor IVS,ENK,70220,Hovedstaden,2011,1-4,Quarterly,False,0
DK56491894,NordTek ApS,ApS,96020,Hovedstaden,2019,10-19,Quarterly,False,1
DK92421284,OestService Holding ApS,ApS,62010,Syddanmark,2014,20-49,Monthly,False,1
DK81146973,FjordByg A/S,ApS,47990,Midtjylland,2021,1-4,Half-yearly,False,1
DK44223653,SolSystem IVS,A_S,90030,Hovedstaden,2001,1-4,Quarterly,False,0
DK16877825,MaaneKonsulent IVS,ApS,96020,Hovedstaden,2024,1-4,Quarterly,False,1
DK79005031,EngHuset A/S,IVS,43210,Sjaelland,2008,1-4,Monthly,False,0
DK95809908,SoeVaerk A/S,ApS,43210,Midtjylland,2011,1-4,Half-yearly,False,0
DK84413347,KlintRaad A/S,ApS,69200,Syddanmark,1999,0,Quarterly,False,0
DK55613277,HavTek IVS,ENK,41200,Hovedstaden,2008,0,Half-yearly,False,0
DK54295580,MaaneByg IVS,ApS,85590,Sjaelland,2017,1-4,Monthly,False,1
DK83914129,HavHandel A/S,ENK,90030,Hovedstaden,2000,0,Quarterly,False,0
DK10581454,SkyService IVS,ApS,47410,Hovedstaden,2013,1-4,Quarterly,False,1
DK93779123,SolKontor A/S,ApS,62010,Hovedstaden,1996,0,Quarterly,False,0
DK59333052,MarkKonsulent IVS,ApS,43210,Midtjylland,1994,10-19,Quarterly,False,1
DK16542532,MaaneTek Holding ApS,ApS,62010,Hovedstaden,2015,1-4,Quarterly,False,0
DK36243624,SydBogholderi A/S,ENK,63110,Hovedstaden,2020,1-4,Quarterly,False,1
DK21172814,MarkHuset IVS,Holding,69200,Hovedstaden,2015,5-9,Quarterly,True,1
DK27882093,AaaAdvice IVS,ENK,47990,Midtjylland,2017,1-4,Monthly,False,1
DK49354637,MarkVaerk IVS,ApS,62020,Midtjylland,2024,0,Quarterly,False,0
DK75326200,LynRegnskab A/S,ApS,62020,Midtjylland,2023,1-4,Monthly,False,1
DK11673642,SkovBogholderi ApS,ApS,62010,Hovedstaden,2008,1-4,Quarterly,False,1
DK82752801,SoeRen A/S,ApS,10710,Syddanmark,1993,1-4,Quarterly,False,1
DK44390167,HavRegnskab A/S,ApS,56100,Midtjylland,2008,0,Quarterly,False,0
DK21323990,MarkKontor A/S,ENK,62010,Sjaelland,1993,1-4,Quarterly,False,1
DK29968434,SydHandel IVS,ENK,62010,Syddanmark,1995,5-9,Quarterly,False,1
DK88795158,LynMarked IVS,ApS,46900,Hovedstaden,2003,5-9,Quarterly,False,1
DK50775942,FjordLogistik A/S,ApS,69200,Hovedstaden,2004,10-19,Quarterly,False,1
DK55590078,KlintRegnskab IVS,Holding,43210,Midtjylland,2007,1-4,Monthly,True,0
DK31208826,LynBogholderi ApS,ApS,70220,Syddanmark,2014,5-9,Quarterly,False,0
DK86443621,StjerneVaerk A/S,ApS,49410,Hovedstaden,2012,5-9,Quarterly,False,1
DK73007994,HavData ApS,ENK,69200,Hovedstaden,2013,20-49,Quarterly,False,0
DK48447654,VestTek Holding ApS,Holding,41200,Hovedstaden,2005,0,Monthly,True,0
DK46785067,EngLabs A/S,Holding,62010,Hovedstaden,2016,1-4,Quarterly,True,0
DK34809080,FjordLabs IVS,ENK,68203,Hovedstaden,2009,5-9,Quarterly,False,0
DK43512857,SoeVaerk IVS,ApS,90030,Syddanmark,2009,0,Quarterly,False,0
DK90827044,BirkHuset A/S,ENK,47990,Syddanmark,1998,0,Quarterly,False,0
DK98004969,KlintHandel Holding ApS,ApS,71121,Midtjylland,2015,1-4,Monthly,False,1
DK51576594,AaaVaerk Holding ApS,ApS,62020,Nordjylland,2007,1-4,Quarterly,False,1
DK86777161,SkovTek ApS,ENK,86220,Midtjylland,2007,0,Monthly,False,0
DK23079279,MarkKonsult ApS,ApS,47990,Sjaelland,2018,1-4,Quarterly,False,1
DK74395011,VestMarked ApS,ApS,63110,Hovedstaden,2017,10-19,Monthly,False,0
DK30247676,BjergTek ApS,ApS,71121,Syddanmark,2004,0,Quarterly,False,1
DK42936891,SolSystem A/S,ApS,71121,Hovedstaden,2022,5-9,Quarterly,False,1
DK58560173,OestByg ApS,ENK,96020,Nordjylland,2000,0,Quarterly,False,0
DK50364131,MarkSystem Holding ApS,ApS,56100,Midtjylland,1991,5-9,Quarterly,False,1
DK78852764,AaaVaerk Holding ApS,ENK,41200,Sjaelland,2006,1-4,Quarterly,False,0
DK82331067,KlintMarked ApS,ApS,41200,Syddanmark,2007,1-4,Quarterly,False,1
DK79366868,LynTek ApS,ApS,63110,Hovedstaden,2001,0,Quarterly,False,1
DK43162058,BjergByg ApS,ENK,70220,Midtjylland,1991,1-4,Quarterly,False,1
DK39662338,StjerneStudio A/S,ApS,62010,Hovedstaden,2000,1-4,Quarterly,False,0
DK58723691,SkyTek A/S,ApS,85590,Nordjylland,2017,0,Quarterly,False,1
DK46792878,FjordRegnskab Holding ApS,ApS,70220,Syddanmark,2014,5-9,Quarterly,False,1
DK87782625,BirkDesign Holding ApS,ENK,70220,Syddanmark,2015,1-4,Half-yearly,False,0
DK30691708,MaaneDesign A/S,ENK,63110,Syddanmark,2023,20-49,Quarterly,False,0
DK81665907,SoeLogistik A/S,ENK,62020,Syddanmark,2005,1-4,Half-yearly,False,0
DK72023666,FjordLabs A/S,ApS,43210,Hovedstaden,2012,1-4,Quarterly,False,1
DK92203919,MarkTal ApS,ENK,63110,Midtjylland,2018,1-4,Monthly,False,1
DK85617230,HavSystem IVS,ENK,62010,Syddanmark,1995,1-4,Quarterly,False,1
DK66399808,StjerneMarked IVS,ApS,85590,Midtjylland,2022,1-4,Half-yearly,False,1
DK18447040,AaaKonsulent ApS,ApS,70220,Hovedstaden,2003,1-4,Quarterly,False,1
DK31486467,LynRaad Holding ApS,ApS,70220,Syddanmark,2003,1-4,Half-yearly,False,0
DK28385488,NordService IVS,ENK,70220,Hovedstaden,2013,0,Quarterly,False,0
DK57419683,HavRegnskab Holding ApS,ApS,86220,Nordjylland,2020,5-9,Quarterly,False,1
DK51687510,NordRaad A/S,ENK,69200,Hovedstaden,1996,1-4,Half-yearly,False,1
DK68963314,StjerneRen IVS,IVS,47990,Nordjylland,2024,1-4,Quarterly,False,1
DK43887832,LynStudio ApS,ENK,68203,Midtjylland,2016,1-4,Quarterly,False,0
DK53907659,SkovStudio IVS,ApS,41200,Nordjylland,2004,0,Quarterly,False,1
DK23362198,SkovDesign Holding ApS,Holding,70220,Syddanmark,2017,5-9,Quarterly,True,1
DK72383632,AaaBogholderi IVS,A_S,47990,Midtjylland,2014,10-19,Quarterly,False,0
DK85312914,AaaTal ApS,ApS,71121,Midtjylland,2011,1-4,Monthly,False,0
DK75643698,BirkByg Holding ApS,ApS,70220,Hovedstaden,2001,5-9,Quarterly,False,0
DK40835020,HavRaad Holding ApS,A_S,46900,Hovedstaden,2017,5-9,Quarterly,False,1
DK91581871,BirkService ApS,ENK,69200,Hovedstaden,1993,0,Quarterly,False,1
DK49156164,SolData IVS,ApS,62010,Hovedstaden,2010,1-4,Quarterly,False,0
DK66606415,MarkMarked A/S,ENK,70220,Hovedstaden,2023,1-4,Quarterly,False,0
DK39913539,EngSmede Holding ApS,ENK,62020,Hovedstaden,2005,10-19,Quarterly,False,1
DK17957568,OestRaad ApS,A_S,70220,Hovedstaden,2024,0,Quarterly,False,0
DK68523390,SkyTal Holding ApS,ApS,46900,Sjaelland,2001,1-4,Quarterly,False,0
DK54876819,KlintSystem Holding ApS,ENK,68203,Hovedstaden,1990,10-19,Quarterly,False,1
DK74745462,MarkMarked A/S,ApS,62010,Hovedstaden,1991,0,Half-yearly,False,0
DK70538660,SkyHuset ApS,ApS,43210,Midtjylland,1993,1-4,Quarterly,False,1
DK95726172,NordTal Holding ApS,Holding,71121,Hovedstaden,2024,0,Quarterly,True,0
DK79907129,NordVaerk A/S,ApS,62010,Sjaelland,2019,0,Monthly,False,0
DK15216174,BjergDesign IVS,Holding,63110,Nordjylland,1995,5-9,Half-yearly,True,1
DK26014696,SkyLabs A/S,ApS,62010,Midtjylland,2018,0,Monthly,False,0
DK72057854,LynBogholderi IVS,ENK,62020,Midtjylland,1992,20-49,Half-yearly,False,0
DK80225515,NordSystem Holding ApS,ApS,63110,Midtjylland,2009,5-9,Quarterly,False,1
DK44315906,HavLabs IVS,ENK,70220,Hovedstaden,2005,5-9,Half-yearly,False,0
DK89246950,VestRaad Holding ApS,ENK,46900,Midtjylland,2013,1-4,Quarterly,False,0
DK89011951,SkyRen IVS,ApS,62010,Hovedstaden,2023,5-9,Quarterly,False,1
DK57805736,FjordLogistik Holding ApS,ApS,62020,Midtjylland,2018,1-4,Quarterly,False,1
DK47337418,KlintData Holding ApS,ENK,62010,Hovedstaden,2013,0,Quarterly,False,0
DK68209054,FjordRaad A/S,ApS,46900,Midtjylland,2017,1-4,Quarterly,False,1
DK85797321,EngLabs Holding ApS,A_S,69200,Hovedstaden,2000,5-9,Quarterly,False,0
DK25822310,HavByg ApS,ENK,46900,Midtjylland,2014,0,Half-yearly,False,0
DK63399923,EngBogholderi ApS,ApS,63110,Midtjylland,2002,20-49,Quarterly,False,1
DK83299561,VestTek IVS,IVS,62010,Midtjylland,1995,0,Half-yearly,False,0
DK38907922,SolAdvice IVS,ApS,68203,Syddanmark,2021,0,Quarterly,False,1
DK73058931,VestKontor A/S,ApS,62010,Midtjylland,1995,1-4,Quarterly,False,0
DK67996472,VestVaerk IVS,ENK,62020,Midtjylland,2015,50+,Monthly,False,0
DK46073844,OestRen ApS,A_S,62020,Hovedstaden,2001,0,Quarterly,False,0
DK88520853,OestRen Holding ApS,IVS,90030,Hovedstaden,1992,1-4,Half-yearly,False,1
DK92856339,SkovLogistik ApS,ApS,43210,Hovedstaden,2020,1-4,Quarterly,False,1
DK69470703,AaaTal A/S,IVS,43210,Hovedstaden,2011,1-4,Quarterly,False,0
DK56567310,SydStudio Holding ApS,ApS,90030,Hovedstaden,2016,0,Quarterly,False,0
DK53278627,KlippeKonsult A/S,ApS,62010,Hovedstaden,1999,5-9,Quarterly,False,1
DK81706543,SkyKonsulent Holding ApS,ApS,68203,Hovedstaden,1992,1-4,Half-yearly,False,1
DK12989342,BirkData Holding ApS,ApS,62020,Hovedstaden,2003,0,Monthly,False,0
DK51094412,MaaneBogholderi A/S,ApS,43210,Midtjylland,1991,0,Quarterly,False,0
DK25427154,MarkLabs ApS,ApS,70220,Sjaelland,2002,0,Monthly,False,0
DK69317437,FjordSmede ApS,ApS,70220,Syddanmark,2002,0,Quarterly,False,1
DK77410910,FjordKonsult A/S,ENK,68203,Midtjylland,2017,0,Monthly,False,0
DK42947017,StjerneLogistik IVS,ApS,62020,Sjaelland,2003,0,Quarterly,False,0
DK82438542,StjerneDesign IVS,ENK,90030,Hovedstaden,2002,10-19,Half-yearly,False,0
DK17239015,EngHuset IVS,ApS,70220,Hovedstaden,2017,1-4,Quarterly,False,1
DK67404524,EngByg Holding ApS,ApS,41200,Midtjylland,2022,20-49,Quarterly,False,1
DK73164231,SkovAdvice A/S,ApS,68203,Midtjylland,2020,5-9,Monthly,False,1
DK58924738,MaaneTek Holding ApS,ApS,62010,Midtjylland,2005,1-4,Quarterly,False,1
DK33609256,SkyByg A/S,ApS,49410,Hovedstaden,2004,0,Half-yearly,False,0
DK31813348,EngLabs IVS,ENK,46900,Hovedstaden,2017,1-4,Quarterly,False,0
DK79205813,SolTek Holding ApS,ENK,56100,Midtjylland,2001,1-4,Quarterly,False,0
DK21143467,VestKontor A/S,ApS,62020,Midtjylland,2016,0,Monthly,False,1
DK98045928,FjordLogistik ApS,ENK,46900,Nordjylland,2006,1-4,Quarterly,False,0
DK44167647,BirkBogholderi IVS,ApS,41200,Syddanmark,1997,5-9,Quarterly,False,1
DK62759842,KlintTek IVS,ApS,71121,Nordjylland,2005,1-4,Quarterly,False,1
DK52233979,VestHuset A/S,ENK,62020,Syddanmark,2022,0,Quarterly,False,0
DK29405632,KlippeLabs ApS,ENK,63110,Midtjylland,2019,0,Quarterly,False,0
DK12861682,KlippeTal Holding ApS,A_S,01130,Hovedstaden,2004,1-4,Quarterly,False,1
DK79840085,HavAdvice IVS,ApS,62010,Midtjylland,2017,5-9,Quarterly,False,1
DK66094702,FjordData IVS,ApS,56100,Sjaelland,2020,1-4,Monthly,False,1
DK78988711,HavRaad ApS,ApS,90030,Hovedstaden,2012,10-19,Quarterly,False,1
DK46436824,BjergData ApS,A_S,62010,Hovedstaden,2013,1-4,Monthly,False,1
DK16388614,FjordByg IVS,ENK,62020,Syddanmark,2003,0,Quarterly,False,0
DK12768520,SydByg Holding ApS,A_S,41200,Midtjylland,2020,10-19,Quarterly,False,1
DK42589639,LynBogholderi ApS,ENK,62010,Hovedstaden,2004,1-4,Monthly,False,1
DK60225899,EngRaad A/S,ApS,43210,Hovedstaden,2000,5-9,Quarterly,False,1
DK93559720,StjerneRen Holding ApS,ENK,56100,Midtjylland,2022,1-4,Quarterly,False,1
DK19705352,MarkTal Holding ApS,ENK,43210,Midtjylland,2019,5-9,Quarterly,False,0
DK54563250,OestRegnskab A/S,A_S,70220,Syddanmark,1992,5-9,Monthly,False,0
DK91373327,BjergKontor Holding ApS,ApS,56100,Hovedstaden,2024,0,Quarterly,False,1
DK48258078,HavDesign ApS,A_S,43210,Hovedstaden,2022,1-4,Quarterly,False,1
DK91725549,SolData ApS,ApS,62020,Hovedstaden,2024,5-9,Monthly,False,1
DK77765302,BirkSmede ApS,A_S,46900,Midtjylland,2004,5-9,Quarterly,False,0
DK54383694,OestTek IVS,ENK,10710,Nordjylland,2022,1-4,Quarterly,False,1
DK97156361,NordRegnskab IVS,ENK,41200,Hovedstaden,1999,0,Quarterly,False,0
DK40835349,SkyAdvice A/S,ApS,71121,Nordjylland,2016,0,Monthly,False,0
DK64741467,MaaneRaad A/S,IVS,69200,Syddanmark,2017,5-9,Half-yearly,False,1
DK59787741,SkyService ApS,IVS,62010,Hovedstaden,1998,20-49,Quarterly,False,0
DK62636655,KlippeVaerk A/S,ApS,63110,Sjaelland,1993,1-4,Half-yearly,False,1
DK71307059,EngBogholderi IVS,ApS,62010,Hovedstaden,2019,5-9,Quarterly,False,1
DK74997461,MarkDesign IVS,ENK,90030,Hovedstaden,1994,1-4,Quarterly,False,1
DK36453290,HavHandel Holding ApS,ApS,63110,Hovedstaden,2001,10-19,Quarterly,False,1
DK14730209,SydVaerk IVS,A_S,86220,Syddanmark,1991,20-49,Quarterly,True,0
DK15258593,AaaKontor IVS,ENK,62020,Nordjylland,1992,1-4,Quarterly,False,1
DK82306780,SoeRegnskab A/S,A_S,69200,Syddanmark,2013,1-4,Half-yearly,False,0
DK58681726,StjerneService ApS,ApS,70220,Hovedstaden,2000,10-19,Monthly,False,0
DK42910268,SkyHandel ApS,ApS,69200,Syddanmark,2004,0,Quarterly,False,0
DK54259538,NordKonsulent IVS,ENK,86220,Hovedstaden,2012,0,Monthly,False,0
DK60820978,EngTal Holding ApS,ApS,68203,Hovedstaden,1993,0,Half-yearly,False,1
DK51205845,HavStudio Holding ApS,IVS,10710,Midtjylland,2018,1-4,Monthly,False,1
DK91795983,SkovTal Holding ApS,ENK,62020,Hovedstaden,2015,1-4,Quarterly,False,1
DK90713736,KlippeSystem Holding ApS,ApS,85590,Sjaelland,2023,1-4,Quarterly,False,0
DK98099971,StjerneHandel A/S,ApS,62020,Midtjylland,1995,1-4,Quarterly,False,0
DK61773456,MaaneTek A/S,ENK,49410,Syddanmark,1994,5-9,Quarterly,False,1
DK74682770,LynSmede ApS,ApS,47410,Hovedstaden,2012,0,Monthly,False,0
DK40998057,OestDesign A/S,Holding,69200,Hovedstaden,2019,1-4,Quarterly,True,1
DK20849029,KlippeData ApS,IVS,62020,Hovedstaden,2006,0,Quarterly,False,1
DK71844601,MarkKonsulent A/S,ApS,62010,Syddanmark,2006,0,Half-yearly,False,0
DK64752391,SolService A/S,ENK,63110,Nordjylland,2018,1-4,Quarterly,False,1
DK65821492,SkovBogholderi ApS,ApS,49410,Hovedstaden,2000,0,Half-yearly,False,0
DK98406228,KlippeKonsulent ApS,ApS,86220,Midtjylland,1997,0,Quarterly,False,0
DK67764824,NordStudio Holding ApS,ApS,68203,Sjaelland,2006,1-4,Monthly,False,0
DK39518634,MaaneRen Holding ApS,ApS,62010,Hovedstaden,2014,1-4,Quarterly,False,1
DK60996977,LynAdvice A/S,ApS,43210,Hovedstaden,1999,1-4,Quarterly,False,1
DK58873824,SkovVaerk IVS,ApS,63110,Hovedstaden,2013,5-9,Quarterly,False,1
DK15525961,SkyAdvice A/S,ApS,46900,Midtjylland,2020,0,Half-yearly,False,1
DK33259302,MarkTal A/S,ApS,69200,Hovedstaden,1990,1-4,Quarterly,False,0
DK99775840,SoeRegnskab Holding ApS,ENK,69200,Syddanmark,2009,20-49,Quarterly,False,0
DK38220010,MaaneKontor Holding ApS,ApS,43210,Midtjylland,1995,1-4,Quarterly,False,1
DK15225899,SolDesign IVS,IVS,62020,Syddanmark,2018,1-4,Half-yearly,False,1
DK58519557,KlippeAdvice Holding ApS,ENK,71121,Nordjylland,2015,10-19,Quarterly,False,0
DK76202244,HavRegnskab Holding ApS,ApS,41200,Midtjylland,2016,1-4,Quarterly,False,1
DK98184147,AaaSystem Holding ApS,ENK,62020,Syddanmark,2017,1-4,Quarterly,False,0
DK97472182,SolRegnskab IVS,ENK,68203,Syddanmark,2015,1-4,Quarterly,False,0
DK28673372,SkovBogholderi Holding ApS,ApS,47410,Midtjylland,1991,1-4,Quarterly,False,1
DK85093647,AaaSystem Holding ApS,A_S,86220,Syddanmark,2013,10-19,Half-yearly,False,0
DK59895345,NordStudio Holding ApS,ENK,41200,Hovedstaden,2023,1-4,Monthly,False,0
DK98635931,MaaneRegnskab A/S,ApS,56100,Midtjylland,2016,1-4,Quarterly,False,0
DK56795688,NordBogholderi IVS,ApS,56100,Nordjylland,1992,1-4,Quarterly,False,1
DK94650314,AaaLogistik Holding ApS,ENK,10710,Sjaelland,2018,1-4,Monthly,False,0
DK19459357,SolDesign Holding ApS,ApS,43210,Hovedstaden,2006,1-4,Quarterly,False,0
DK73639036,NordBogholderi IVS,ApS,63110,Syddanmark,2006,5-9,Half-yearly,False,1
DK47628753,StjerneTek A/S,ENK,62010,Hovedstaden,2010,0,Quarterly,False,0
DK18324395,SydLogistik Holding ApS,ApS,43210,Hovedstaden,2003,50+,Monthly,False,0
DK66617367,StjerneRegnskab ApS,ENK,62010,Midtjylland,2007,5-9,Half-yearly,False,0
DK57428048,StjerneKonsult A/S,ENK,63110,Hovedstaden,1992,1-4,Quarterly,False,1
DK56265243,VestRen IVS,ApS,62010,Midtjylland,1993,0,Monthly,False,1
DK49436198,LynDesign IVS,ENK,46900,Sjaelland,1992,0,Monthly,False,1
DK84970500,NordHuset ApS,ENK,62020,Hovedstaden,1994,5-9,Half-yearly,False,1
DK93598720,BjergRen IVS,A_S,43210,Sjaelland,2005,0,Quarterly,False,0
DK47435349,FjordData A/S,ApS,86220,Sjaelland,1998,0,Quarterly,False,0
DK63233423,MarkMarked A/S,ApS,96020,Midtjylland,1995,5-9,Quarterly,False,1
DK28424198,AaaData A/S,ENK,69200,Syddanmark,2015,5-9,Monthly,False,1
DK84637681,AaaRegnskab ApS,IVS,46900,Hovedstaden,2011,20-49,Quarterly,False,0
DK55127246,MarkTek ApS,ENK,46900,Nordjylland,2005,1-4,Quarterly,False,1
DK67563753,LynKontor A/S,ENK,71121,Syddanmark,2007,0,Quarterly,False,1
DK39445848,BjergAdvice A/S,ENK,41200,Hovedstaden,1997,1-4,Half-yearly,False,0
DK64275574,SydTek A/S,ApS,62020,Syddanmark,1993,1-4,Quarterly,False,1
DK49951228,HavMarked A/S,ApS,68203,Hovedstaden,2000,0,Quarterly,False,1
DK46621124,FjordKonsult Holding ApS,A_S,62010,Hovedstaden,2023,1-4,Quarterly,False,0
DK81273270,SkyRaad A/S,ENK,96020,Syddanmark,2012,1-4,Quarterly,False,0
DK75545292,VestRaad A/S,ApS,43210,Syddanmark,2010,1-4,Monthly,False,0
DK80860658,KlippeLabs A/S,A_S,63110,Hovedstaden,2011,0,Quarterly,False,0
DK95380165,HavKontor ApS,ApS,47990,Midtjylland,2001,50+,Quarterly,False,1
DK12117114,SkovByg IVS,ApS,62010,Midtjylland,2005,5-9,Monthly,False,0
DK13056499,FjordSmede ApS,ApS,85590,Hovedstaden,2021,0,Monthly,False,0
DK26488888,VestKonsult ApS,ApS,43210,Sjaelland,1997,5-9,Quarterly,False,0
DK27496661,SolRen ApS,ENK,62010,Midtjylland,2006,1-4,Quarterly,False,1
DK29581039,SkovByg Holding ApS,ApS,62010,Hovedstaden,1995,1-4,Half-yearly,False,1
DK97883277,KlintRegnskab ApS,ApS,47990,Syddanmark,2020,1-4,Half-yearly,False,0
DK34149557,MaaneKonsulent Holding ApS,A_S,69200,Syddanmark,2017,1-4,Quarterly,False,1
DK71395351,SkySmede IVS,A_S,10710,Hovedstaden,2010,1-4,Half-yearly,False,1
DK19077265,BirkDesign IVS,ENK,85590,Sjaelland,2004,1-4,Half-yearly,False,0
DK32182732,BjergSmede IVS,ENK,56100,Syddanmark,2011,1-4,Quarterly,False,1
DK73024449,AaaData IVS,ApS,63110,Hovedstaden,2020,10-19,Monthly,False,1
DK36245932,KlippeByg A/S,ENK,56100,Sjaelland,2009,1-4,Half-yearly,False,0
DK31230896,SydMarked Holding ApS,ApS,68203,Syddanmark,2017,10-19,Half-yearly,False,1
DK85339078,MaaneLogistik Holding ApS,ApS,62010,Syddanmark,2018,10-19,Quarterly,False,1
DK69400892,MaaneKonsult ApS,ApS,69200,Midtjylland,1999,5-9,Half-yearly,False,1
DK33446911,KlippeDesign IVS,ENK,63110,Midtjylland,1995,10-19,Monthly,False,0
DK61236537,NordSmede ApS,ENK,70220,Midtjylland,2022,1-4,Quarterly,False,0
DK13194328,KlintHandel Holding ApS,ApS,47990,Sjaelland,1994,5-9,Quarterly,False,0
DK17027120,StjerneMarked Holding ApS,ENK,71121,Midtjylland,2020,1-4,Quarterly,False,1
DK37868835,SkovLabs IVS,ENK,43210,Nordjylland,1999,1-4,Quarterly,False,1
DK27909075,EngStudio ApS,ApS,69200,Hovedstaden,1996,0,Half-yearly,False,0
DK39734756,SkyLogistik A/S,ENK,62020,Midtjylland,1993,0,Quarterly,False,0
DK55094765,LynLogistik A/S,IVS,63110,Hovedstaden,2018,0,Quarterly,False,0
DK95267718,SoeVaerk A/S,ApS,01130,Midtjylland,2008,10-19,Monthly,False,0
DK93676119,HavTek A/S,ApS,43210,Syddanmark,1998,1-4,Monthly,False,1
DK71715634,SydBogholderi A/S,ApS,70220,Hovedstaden,2000,50+,Half-yearly,False,0
DK72685650,NordLabs Holding ApS,ApS,85590,Syddanmark,2009,1-4,Quarterly,False,1
DK65835321,KlippeService A/S,IVS,62010,Syddanmark,2011,5-9,Quarterly,False,1
DK37197666,AaaData ApS,ApS,63110,Hovedstaden,2016,1-4,Quarterly,False,0
DK14898807,MarkTek Holding ApS,A_S,63110,Nordjylland,2007,50+,Monthly,True,0
DK86198551,NordLogistik ApS,ApS,90030,Midtjylland,1994,0,Quarterly,False,1
DK54686828,FjordByg IVS,ApS,56100,Hovedstaden,2011,20-49,Quarterly,False,1
DK52920938,AaaMarked A/S,ApS,43210,Midtjylland,2020,50+,Half-yearly,False,1
DK58573786,MaaneData A/S,ApS,62010,Syddanmark,2007,10-19,Quarterly,False,1
DK47537483,SoeStudio ApS,ApS,62020,Syddanmark,2013,0,Quarterly,False,1
DK89216774,SydMarked ApS,ApS,41200,Hovedstaden,2019,1-4,Quarterly,False,1
DK28650795,FjordHandel IVS,ApS,70220,Midtjylland,2003,1-4,Quarterly,False,0
DK17476569,MaaneVaerk A/S,ENK,49410,Syddanmark,2020,1-4,Quarterly,False,1
DK42946589,StjerneRaad IVS,ApS,85590,Syddanmark,2015,1-4,Quarterly,False,1
DK28083543,SolAdvice A/S,A_S,70220,Midtjylland,2006,1-4,Quarterly,False,1
